id,artist,song_name,lyric,Emotion,first_max,second_max
0,예람,세상의 끝에서,꽁꽁 얼어붙은 세상의 끝에서 우리는 만날 테지 뒤돌아 헤어지는 다리 위에서 한 번 더 돌아보지 내가 어른이 되면 이 마음의 가난을 벗어날 수 있을까 내가 어른이 되면 너의 외로움을 꼭 안아줄 거야 사랑을 마주해도 쉽게 다 도망치니 분명 사랑했다 해도 이게 다 소용없지 용서를 빌던 밤에 새하얗게 가려진 이전에 알던 세상이 전부 다 사라졌지 뚜루루 루루 뚜 루루 뚜루 뚜루루 루루 뚜 루루 뚜루 뚜루루 루루 뚜 루루 뚜루 뚜루루 루루 뚜 루루 뚜 내가 어른이 되면 이 마음의 가난을 벗어날 수 있을까 내가 어른이 되면 너의 외로움을 꼭 안아줄 거야 내가 어른이 되면 이 마음의 가난을 벗어날 수 있을까 내가 어른이 되면 너의 외로움을 꼭 안아줄 거야 꽁꽁 얼어붙은 세상의 끝에서 우리는 만날 테지 뒤돌아 헤어지는 다리 위에서 한 번 더 돌아보지',외로울때,0,4
1,검정치마,Friends In Bed,일단 계단에서 40oz 하나씩 때려박고 갖고 있는 친구들을 만나 공원으로 가네 이 동네 포포들은 기관총이 있어 뉴욕하고 가깝다는 바보같은 이유 하나로 니가 좋아하는 거면 나도 아마 좋아 할 거야 내 감자 튀김에도 그레이비를 좀 더 부어주지 않겠니 아니 내가 외로운건 너랑 아무 상관없어 근데 아까 울었던 건 그냥 비밀로 해줘 밤은 계속 깊어가고 우리집은 멀어 오늘밤에 들어가면 나는 외출금지야 나는 이불 위에서 자고 너는 이불 아래 나는 이불 위에서 자고 너는 이불 아래 나는 이불 위에서 자고 너는 이불 아래 나는 이불 위에서 자고 너는 이불 아래',외로울때,2,1
2,요조,Tommy,네가 자고 있을 때 난 여행을 떠나지 별이 많이 뜬 밤엔 산 위에 올라가 점들을 하나하나 이어가며 이상한 별자리를 만들곤 해 구름을 스칠 때면 스산한 물기가 조금만 기다리면 온기에 보송해져 넌 아니? 달빛은 의외로 따뜻해 하루 종일 내 멋대로 군다고 넌 생각하겠지만 나에게도 생각이 있어 난 그저 너와 함께 하늘을 마음껏 날아보고 싶어 나는 너 너는 나 난 너의 날개인 걸 네가 얼만큼 옳고 얼만큼 나쁜 인간인지 그건 나에게 그다지 중요한 게 아닌 거야 곧 없어질 석양을 보듯이 날 보지 마',외로울때,0,2
3,오존(O3ohn),언제부터,"언제부터 보이려나 아무 색깔 없는 너의 생각 비추지 않아도 다 알 수 있을까 우린 그냥 소파에 앉아 말을 넣어두곤 먼 곳을 보네 흐드러지는 오늘을 한 손에 쥐곤 But stay the same Don't need the answers to What I feel about What you feel about tonight But stay against the wall Don't run away from me 언제부터 보인걸까 아무 말이 없는 너의 생각 멈추지 않아도 다 알 수 있는 걸 But stay for me Don't need the answers to What I feel about What you feel about tonight So stay the same Don't have the answers for us I'll be the same You'll be the same But stay against the wall Don't run away from me""",외로울때,0,2
4,천미지,My Satisfiable Baby,Oh my satisfiable baby What's the difference Between you and what you were You can walk out with me But you're my satisfiable baby Oh your world filled with something I've never touched But I could handle your something Prominent on your life Could you just hold my hands And close that door? It's so cold Green hills green hills Rolling green hills Let's roll let's roll Let's roll for ever Green hills green hills Rolling green hills Let's roll let's roll On my satisfiable world Oh my satisfiable baby What's the difference Between you and what you were You can walk out with me But you're my satisfiable baby Oh your world filled with something I've never touched But I could handle your something Prominent on your life Could you just hold my hands And close that door? It's so cold Reddish reddish Reddish your arms Let's load let's load Let's load with a bullet Reddish reddish Reddish your arms Let's load let's load On my satisfiable world Oh my satisfiable baby What's the difference Between you and what you were You can walk out with me But you're my satisfiable baby It's smarting It's so aching It's smarting it's It's smarting It's so aching Woo',외로울때,2,1
5,박현서,닿지 않을 편지,혼자가 편한 나지만 가끔은 어떠한 품에 기대고 싶은 날이 있지 보고 싶은 얼굴들 하나둘 떠오르고 안부를 물으려다 그때와 오늘 우리 많이 달라졌을까 이런 마음 널 어렵게 할까 생각이 많아지네 오늘도 삼키네 이런 날에는 네가 잘 지내고 있단 사실 만으로 위로가 되구나 그리운 마음 오늘도 간직하네',외로울때,4,0
6,보수동쿨러,귤,수많은 것들 사이 썩는 것 무름은 우리들 사이에 조용히 옮기며 그것은 습기 가득한 손짓 그것은 눈이 멀 것 같던 빛 그것은 위선가득한 거짓 서로를 뒤집어 산산조각 내는 말들 하얗게 문드러진 껍질과 하얗게 말라버린 얼굴들 하얗게 비틀어진 껍질과 하얗게 질려버린 얼굴뿐',외로울때,5,3
7,황푸하,클래식,매일 아침 똑같아 계란 토스트에 토마토 음악을 듣는다면 낭만보다 고전이 좋아 I like the rules 난 반듯한 반듯한 반듯한 글씨를 써 I like the rules 이 완벽한 완벽한 완벽한 세상을 봐 사람을 만날 때도 우연히 만나는 건 없어 오늘 나의 하루는 오래된 수첩에만 있지 I like the rules 난 반듯한 반듯한 반듯한 글씨를 써 I like the rules 이 완벽한 완벽한 완벽한 세상을 봐 난 차일 수가 없어 넌 날 싫어하지 않아 모든 일은 나의 계획 안에 있어요 이제 눈을 감고 나를 믿어요',외로울때,1,2
8,시크릿 아시안 맨(Secret Asian Men),아무것도 하지 않은 채,검게 물들여 보고 싶어 아무 것도 하지 않은 채 어느덧 그렇게 또 아침은 다시 밝아오고 검게 물들어 가고 있어 아무 것도 하지 않은 채 무엇을 원하는지도 모르는채 또 그렇게',외로울때,5,4
9,김목인,"겨울, 창문",우리가 만약 다른 곳에서 왔다면 2박 3일쯤 머무르는 거라면 지금 저 밖에 눈이 내리고 있는 이곳은 너무 신기해 보이질 않나 그런 생각들을 하며 창문을 닫고 돌아서 눈앞의 일상들에 마음을 모으려 할 때 우리가 만약 다른 곳에서 왔다면 그저 단 한 번 머무르는 거라면 지금 저 밖에 눈이 내리고 있는 이곳은 너무 신기해 보이질 않나 그런 생각들을 하며 창문을 닫고 돌아서 눈앞의 일상들에 마음을 모으려 할 때 창문 밖을 가득 채우면서 내리고 있는 저 눈에 다시 눈길이 가네 창문 밖을 가득 채우면서 내리고 있는 저 눈에 다시 눈길이 가네',외로울때,2,1
10,신온유,행복으로 키운 오렌지,오렌지야 난 너를 사랑해 잔정이 많은 너는 내색이 짙고 오랜만이야 난 네가 필요해 참 이기적인 널 외면할 순 없겠어 우리 둘만의 기억 우리 둘만의 기분 마주한 두 눈빛은 봐도 지겹질 않아요 달콤한 결심하고 한결 나아진 네 모습 그 무렵에 향길 닮아 기다리고 있어요 오렌지야 난 너를 이해해 입가에 잔잔하게 울음을 짓고 밤하늘 곁에 소복이 쌓일 때 잔잔히 퍼져가 깊은 너의 그 숨소리 우리 둘만의 기억 우리 둘만의 기분 간결한 두 눈빛을 따라 노래를 불러요 달콤한 결심하고 한결 나아진 네 모습 그 무렵에 꿈을 그려 기다리고 있어요 아름다웠던 우리 사랑은 언제나 쓸쓸한 꿈에 빚을 지고 내게 준 마음도 그뿐이라네 그러니 늘 행복한 기운을 가져요',외로울때,1,2
11,천용성,결,결 강과 바다 만나 물결 흘러든 자리에 묶여 떠날 준비를 하는 결 작은 고양이 니니 곁 새로운 마음을 배워 오랜 시름을 잊은 섬 이름은 다 지우고선 꿈 많은 사람들 모아 예쁜 그림을 파는 섬 떠난이 또 떠나가는 섬 남겨진 사람들 모아 예쁜 꿈을 그리는 섬 이름은 다 지우고서 꿈 많은 사람들 모아 예쁜 그림을 파는 섬 떠난이 또 떠나가는 섬 남겨진 사람들 모아 예쁜 꿈을 그리는',외로울때,2,1
