lyrics,emotion
"많고 많은 Girl 들과 너무 다른 너 가질 수 없어 Oh 넌 I can never take you girl";"2: 설렘 심쿵"
"내게 말해줘 I need more 널 알고 싶어져 Alright";"2: 설렘 심쿵"
"Girl look at me 날 좀 봐 My outfit 은 Saint laurent 넌 눈길 한번 안 주지";"3: 스트레스 짜증"
"Just going on your way Like you don't give a shit 넌 그래서 더 예뻐 보여";"2: 설렘 심쿵"
"난 너를 원하고 있어 Girl 가질 수 없다는 건 날 미치게 해";"2: 설렘 심쿵"
"다시 말해 너는 나를 미치게 해 Tell me girl now";"2: 설렘 심쿵"
"How can I make you my baby 내게 조금만 이라도 알려줘";"2: 설렘 심쿵"
"Baby I'm going CRZY 작은 거라도 It's alright";"2: 설렘 심쿵"
"네가 좋아하는 색깔 네가 좋아하는 무언가 Tell me girl now";"2: 설렘 심쿵"
"How can I make you my baby 내게 조금만 이라도 알려줘";"2: 설렘 심쿵"
"Baby I'm going CRZY 작은 거라도 It's alright";"2: 설렘 심쿵"
"네가 좋아하는 색깔 네가 좋아하는 무언가 바로 말할게 돼주면 안 돼 나의 Ting?";"2: 설렘 심쿵"
"주면 안 돼? 어둠 속 안에 갇힌 나에 빛 목소리마저도 감미로워 그댄 Violin";"1: 사랑 기쁨"
"지금 시간 새벽 Twlv Bebe you know what I mean?";"감정이 없음"
"청색 달라붙은 Jeans 달라붙은 Top 그게 너무 좋아";"1: 사랑 기쁨"
"큰 티가 나는 그런 사이즈 내가 어렵겠지 Girl 난 이름난 아이니";"3: 스트레스 짜증"
"내가 원하는 건 너와 공개적인 그런 사이니";"2: 설렘 심쿵"
"그래 마치 연예 News 난 안 쓸래 술수 내 돈과 차 막 그런 거 말고 나만을 봐줄 수 있게 하려 해";"1: 사랑 기쁨"
"믿게 하고 싶어 클럽에 스케쥴 가도 너만 있게 하고 싶어";"1: 사랑 기쁨"
"반오십의 다 큰 놈이래도 너를 봄 쿠키 앞에 어린아이처럼 너무 서둘러";"2: 설렘 심쿵"
"너와 정말 달콤한 달을 보는 것 내일 밤엔 가능하길 바래 난 열길 원해 Party";"1: 사랑 기쁨"
"Tell me girl now How can I make you my baby 내게 조금만 이라도 알려줘";"2: 설렘 심쿵"
"Baby I'm going CRZY 작은 거라도 It's alright";"2: 설렘 심쿵"
"네가 좋아하는 색깔 네가 좋아하는 무언가 Oh tell me girl";"2: 설렘 심쿵"
"Why don't you tell me girl Oh tell me girl I just wanna talk";"2: 설렘 심쿵"
"Tell me girl now How can I make you my baby 내게 조금만 이라도 알려줘";"2: 설렘 심쿵"
"Baby I'm going CRZY 작은 거라도 It's alright";"2: 설렘 심쿵"
"네가 좋아하는 색깔 네가 좋아하는 무언가";"2: 설렘 심쿵"
"I don't know why I miss u I think I still love u";"0: 그리움"
"I don't know why I miss u I think I still love u";"0: 그리움"
