id,artist,song_name,lyric,Emotion,first_max,second_max
0,유연우,우리 거짓말을 만들자 (hypnosis) (feat. Terry),First base when you think of me 뻔하지 떠올린 순간부터 Second base When you hit me up 끝났지 여기 온 순간부터 baby i don't wanna catch you baby I want something other than your heart 보다 깊은 걸 너는 아마 모를 걸 I know I know you like the back of my hand I want just I can make you fly we can make a lie 눈이 마주치네 우린 숨을 덧칠해 아무도 믿을 수 없게 네 안에 나를 I can make you fly When I'm in your eyes 들어온 건 너지만 이 문을 연 건 나잖아 선을 넘은 건 너니까 내 안에 너를 ay girl how do I look? 날 믿고 싶어 오늘 하루만큼은 maybe you wanna make a lie 어떤 말도 말하지마 이건 너와 나 하나라도 미치지 않음 안되잖아 들이켜 서로간의 호흡을 anything I like that 없어 내겐 호불호 now you can tie me or you can bite me 그래서 어디까지 have I been invited? not gonna be a mistake 어차피 너나 나나 거의 비슷해 따르지 않아 일반적인 사고의 시스템 plz stay by my side girl 저 달빛도 우릴 밝혀 girl you make me feel so high 급하지 않아도 돼 서두르지마 you can make me feel so fly 깨어나지 않아도 난 괜찮아 I can make you fly we can make a lie 눈이 마주치네 우린 숨을 덧칠해 누구도 믿을 수 없게 네 안에 나를 I can make you fly When I'm in your eyes 들어온 건 너지만 이 문을 연 건 나잖아 선을 넘은 건 너니까 내 안에 너를 우리 잊지 못할 완벽한 거짓말을 만들자 I can make you fly we can make a lie 눈이 마주치네 우린 숨을 덧칠해 아무도 믿을 수 없게 네 안에 나를 I can make you fly When I'm in your eyes 들어온 건 너지만 이 문을 연 건 나잖아 선을 넘은 건 너니까 내 안에 너를',사랑&기쁨,2,0
1,MELOH,Play with Me (Feat. OSung),Girl why you tryna play with me 뱉은 말은 이기적이지 나도 똑같다는 말은 하지 마 그 잘못들 내게 돌리지 마 너무 어지러워서 견딜 수가 없어 All I know is what you did to me 이게 다야 무슨 말이 필요해 그러니 Don't think that I'm crazy 빨리 가줘 Don't make me feel bad 없는 말해 대체 뭐 땜에 So don't say for me to stay 생각할수록 화만 나니까 I don't like you make that easy 변명 들어줄 필요도 없지 널 차라리 몰랐던 게 나았지 난 더 해줄 말도 없으니깐 Girl don't tryna play with me 절대 I never should have let you in Girl why you tryna play with me I never should have let you in 새벽 두시 반 또 네가 없는 방 It's getting calm & Cold I don't know what I feel I don't know how I feel What should I do 헤어질 때 넌 왜 눈물을 흘렸어 잘못은 날 향해 And I don't understand Before you got a judge right or wrong Who is that guy hold your face 솔직히 말해 울 자격도 없어 전혀 넌 Never come back I'll forget you on my mind I'm already to be good bye I don't like you make that easy 변명 들어줄 필요도 없지 널 차라리 몰랐던 게 나았지 난 더 해줄 말도 없으니깐 Girl don't tryna play with me 절대 I never should have let you in Girl why you tryna play with me I never should have let you in',사랑&기쁨,3,5
2,LEON (딥상어),X,Girl u make me feel like man U can't let me go out there 난 널 Producing 해 Sounds like r&b goddamn What will u do it on this week 영화 Cgv 어때? 아니 우리 집은 어때 그냥 내게 Come over 해 뭘 망설여 자기 이미 꽂았어 차 키 널 탐험해 다리부터 허리까지 그 담은 상상으로 맡겨버리자 내일 생각해 일단 자고 일어나 널 쳐다보고 싶어 스물네 시간 나 욕심 좀 내볼게 오늘 집에 못 들어가니 미리 전화해놔 난 어리지만 다 괜찮아 내가 리드할게 넌 따라와 줘 Alright 넌 다가와 줘 Alright You drive me crazy Enough to break the rule Girl u got me I wanna give u my owns Sometimes I'm lonely Don't leave me alone Yes I got probs I can not breathe without u I'm thinkin' bout u all day long I'm thinkin' bout u all night long I'm thinkin' bout u all day I'm thinkin' bout u all night 너는 나의 Muse 너 땜에 곡이 쌓여가는 중 너는 나의 Mood 너 땜에 하루가 달라지고 아무 재미없는 하루 속에 너는 나의 이유가 돼 매일 집에 있게 만들지 아무것도 안 하고 너와 쉬어가고 싶어 Uh 작업 중이란 핑계로 너의 연락을 못 받아서 미안해 요즘 일이 너무 많아 눈코 뜰 새 없이 계속해 바쁘네 하루 종일 널 떠올려 보고 싶어 말론 부족한 거 알아 어디야 빨리 내게 말해 옆으로 와줘 Right now 내가 옆으로 갈게 Right now Girl I wanna touch u right now Girl I wanna love u right now You drive me crazy Enough to break the rule Girl u got me I wanna give u my owns Sometimes I'm lonely Don't leave me alone Yes I got probs I can not breathe without u I'm thinkin' bout u all day long I'm thinkin' bout u all night long I'm thinkin' bout u all day I'm thinkin' bout u all night I don't know why I miss u I think I still love u I don't know why I miss u I think I still love u',사랑&기쁨,2,1
3,트웰브 (twlv),CRZY (Feat. CHANGMO),많고 많은 Girl 들과 너무 다른 너 가질 수 없어 Oh 넌 I can never take you girl 내게 말해줘 I need more 널 알고 싶어져 Alright Girl look at me 날 좀 봐 My outfit 은 Saint laurent 넌 눈길 한번 안 주지 Just going on your way Like you don't give a shit 넌 그래서 더 예뻐 보여 난 너를 원하고 있어 Girl 가질 수 없다는 건 날 미치게 해 다시 말해 너는 나를 미치게 해 Tell me girl now How can I make you my baby 내게 조금만 이라도 알려줘 Baby I'm going CRZY 작은 거라도 It's alright 네가 좋아하는 색깔 네가 좋아하는 무언가 Tell me girl now How can I make you my baby 내게 조금만 이라도 알려줘 Baby I'm going CRZY 작은 거라도 It's alright 네가 좋아하는 색깔 네가 좋아하는 무언가 바로 말할게 돼주면 안 돼 나의 Ting? 주면 안 돼? 어둠 속 안에 갇힌 나에 빛 목소리마저도 감미로워 그댄 Violin 지금 시간 새벽 Twlv Bebe you know what I mean? 청색 달라붙은 Jeans 달라붙은 Top 그게 너무 좋아 큰 티가 나는 그런 사이즈 내가 어렵겠지 Girl 난 이름난 아이니 내가 원하는 건 너와 공개적인 그런 사이니 그래 마치 연예 News 난 안 쓸래 술수 내 돈과 차 막 그런 거 말고 나만을 봐줄 수 있게 하려 해 믿게 하고 싶어 클럽에 스케쥴 가도 너만 있게 하고 싶어 반오십의 다 큰 놈이래도 너를 봄 쿠키 앞에 어린아이처럼 너무 서둘러 너와 정말 달콤한 달을 보는 것 내일 밤엔 가능하길 바래 난 열길 원해 Party Tell me girl now How can I make you my baby 내게 조금만 이라도 알려줘 Baby I'm going CRZY 작은 거라도 It's alright 네가 좋아하는 색깔 네가 좋아하는 무언가 Oh tell me girl Why don't you tell me girl Oh tell me girl I just wanna talk Tell me girl now How can I make you my baby 내게 조금만 이라도 알려줘 Baby I'm going CRZY 작은 거라도 It's alright 네가 좋아하는 색깔 네가 좋아하는 무언가',사랑&기쁨,2,0
4,이하이,머리어깨무릎발 (Feat. 원슈타인),넌 나를 얼마나 생각해 음 솔직하게 네 마음을 열어볼 수 있다면 좋을 텐데 그러니 말로 해줘 굳이 둘러볼 필요 없지 주위 다른 여자는 관심 주지 말고 나만 봐 I'm sorry 사랑 원래 이기주의 높일게 우리 사이 수위 네 주위에 이만한 여자 봤어? I got what you need 내 머리 어깨 무릎 발 그만큼 사랑해 줘 내 머리 어깨 무릎 발 You know what I mean 내 머리 어깨 무릎 발 중 어디가 좋아 내 머리 어깨 무릎 발 Sorry not sorry 내 머리 어깨 무릎 발 Um 내 머리 어깨 무릎 발 순서대로 Yeah 내 머리 어깨 무릎 발 네가 뭘 원하든 내 머리 어깨 무릎 발 너의 그 머리 어깨 무릎 WOO 그거 받고 난 내가 사랑한다면 너의 다른 부분들까지 안고 살아갈 수 있다고 그래 난 AI 로봇 같은 뻔한 ANSWER 그래도 계속 잘 다루는 널 보면 You are early adopter doctor I don't know what to say Do you really think she needs me? 죽도록 사랑하냐는 질문을 했지 끄덕이며 대답하는 나를 향해 Breathe 혹시 She ain't going home When she post to be 내 머리 어깨 무릎 발 머리 어깨 무릎 발 내 머리 어깨 무릎 발 You know what I mean 내 머리 어깨 무릎 발 난 내 머리 어깨 무릎 발 Sorry not sorry 내 머리 어깨 무릎 발 머리 어깨 무릎 발 내 머리 어깨 무릎 발 머리 순서대로 Yeah 내 머리 어깨 무릎 발 머리 어깨 무릎 발 내 머리 어깨 무릎 발 너의 그 머리 어깨 무릎 WOO 도저히 잊을 수 없을걸 넌 나의 목소리부터 자태 그때 맞잡았던 너의 두 손이 Babe you make me 목에서 등까지 날 쓸어넘기는 손이 나른한 너의 두 눈이 Yeah I know it Don't u want me 선물 뒀으니 원하면 가져가 네 마음대로 네 마음대로 네 마음대로 결국 내 마음대로',사랑&기쁨,1,2
5,TOIL,"Me (Feat. Skinny Brown, Owen)","Because you are on my mind All of my days and every single night single night There aint no way to get you Off my mind off my mind Without you I just cant breathe You'll never get away from me You'll never get away from me You'll never get away from me You'll never get away from me Stuck to me like glue 말한 대로 If life's a movie 너가 히로인 난 주위를 맴도는 Drug addict now shootin Now cut 실생활로 돌아와서 We can make it store shut Woh hunnid round shots 내 지갑에 더 I don't want head cuz u in my head hey 네 생각 해 하루 종일 Single night day after day Don't you get away from me I got this block like lego 우리가 함께한다면 이 영화는 터질거야 Fuego 내 이름 출처는 Hustle and flow Yeah this my favourite movie that chosen 같이 보자 With some beer and corn 시간 있으면 내게 두 시간만 써줘 밤새도록 짜놓은 계획을 너에게 보여주고 싶어 영화가 여기 있어 Because you are on my mind All of my days and every single night single night There aint no way to get you Off my mind off my mind Without you I just cant breathe You'll never get away from me You'll never get away from me You'll never get away from me You'll never get away from me You're on my mind Stuck inside my head like a brain I'd be breaking breads spread it nasty That's a goal in my head And when I'm up You're the first to pop up in my head I don't usually chase a skinny girl like you But what the hell Baby netflix and chill is outdated 보러 갈까 선셋? Maybe we can rock out Some designer clothes and let it Rain 잘 알아 넌 이런 경험 처음 내적 갈등 말고 Dance I've been plotting for this moment I've been waiting for my chance Cus you are on my mind I don't wanna waste your time Now I'm under the limelight I wrote about you last night Imma make my move on sight When things go wrong make right 'Rilla grip it's too tight 낮져밤이 Every night Because you are on my mind All of my days and every single night single night There aint no way to get you Off my mind off my mind Without you I just cant breathe You'll never get away from me You'll never get away from me You'll never get away from me You'll never get away from me""",사랑&기쁨,2,1
6,leanon,Show Me Love,247 in the studio 여전히 내 옆에서 춤을 춰 Sippin henny right 말해줘 어서 No cappin 난 장난 아니어서 그저 Tell me everything you want 내게 말해줘 원하는 건 뭐든 말해 Girl I wanna be your love Girl I wanna be your love And I told you to stay away 주위 Fck boys 그 자식들은 전부 Going to make you tired 널 가지고 놀 뿐이야 Sit on my lap We're working on it bae I'm tryna make it bae 내 돈은 널 위해 Let's go to the Marriott I don't got no time bae Tempo는 계속해서 올라 Show me love Text me when you want me 너만 Just hit me up 내 돈을 원해도 난 Just take it off 너의 아픔까지 전부 다 Let's run it up 다 두고서 여길 떠나 Show me love Show me love Show me love Show me love Show me love Show me love Show me love I don't care if you come for my money 니가 잘못된 게 아냐 It's not your fault 다 잡으려 해도 너무 멀지 Girl trust me 내려놔 Your anxiety And I know you for a long time Put you on your own grind I'll be by your side 니가 바라던 Life 저기 저 보이는 Cartier 니가 원하던 밤이 바로 여기에 Cause I'm down for you 지금 분위기 앞으로 계속될 거야 Same sxxt Now I'm stackin racks 없어 겁이 지금 Marriott에서 단둘이 Show me love Text me when you want me 너만 Just hit me up 내 돈을 원해도 난 Just take it off 너의 아픔까지 전부다 Let's run it up 다 두고서 여길 떠나 Show me love Show me love Show me love Show me love Show me love Show me love Show me love',사랑&기쁨,2,1
7,TRADE L,지금뭐해 (Feat. 식케이 (Sik-K)),"지금 뭐해 당장 나는 너를 원해 Yeah If you want it Tell me where u at I'm on my way 단번에 알아챌게 네 기분 보여줘 네 마음 아름다운 Shape Baby 이런 건 어때 안 해 앞뒤 다른 말 원래는 나도 날카로와 내 눈을 바라봐 줘 내 어깨에 기대 지금 뭐해 난 그게 궁금해 너는 지금 뭐해 아직 안 자던데 몇 시야 전화 걸 땐 곧바로 받아줘야 돼 너는 지금 뭐해 답장 안 해도 돼 나 혼자 착각할게 그래도 궁금해 어케 너는 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 (Tell me where u at I'm on my way) 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 (Tell me tell me where you at I'm on my) 이건 내 대화의 Intro 지금 뭐해 뭐 하고 있어 I'm waiting waiting waiting waiting 꽤 많이 좋아하고 있어 너가 칼 답을 하면 웬일 내가 필요한 건 아닐까 내가 필요한 건 아닌걸 나도 가끔 느껴 네 관심 밖인걸 곧 열두 시야 Baby won't you cuddle with me? I can go like Hercules 이 정도면 져주지 좀 어장관리 이딴 거야? 아님 관심이 있단 거야? 대답해 지금 뭐해 뭐 안 하면 뭐 할 건데 Right now 너는 지금 뭐해 아직 안 자던데 몇 시야 전화 걸 땐 곧바로 받아줘야 돼 너는 지금 뭐해 답장 안 해도 돼 나 혼자 착각할게 그래도 궁금해 어케 너는 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 (Tell me where u at I'm on my way) 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 (Tell me tell me where you at I'm on my) Divin' Divin' 내 마음이 마음이 더 빠져드는데 견디기 좀 힘드네 이 밤이 밤이 가기 전에 Baby can you tell me I'm the one 너는 지금 뭐해 아직 안 자던데 몇 시야 전화 걸 땐 곧바로 받아줘야 돼 너는 지금 뭐해 답장 안 해도 돼 나 혼자 착각할게 그래도 궁금해 어케 너는 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 (Tell me where u at I'm on my way) 지금 뭐해 지금 뭐해 지금 뭐해 지금 뭐해 (Tell me tell me where you at I'm on my)""",사랑&기쁨,2,0
8,BE'O (비오),LOVE me,Hey girl Where you at? (Where you at?) 대체 어디서 뭐 하는지 궁금해 기분이 너무 Bad Bad (So bad) 침대가 허전해 잠이 안 오잖아 재미도 없어 TV show 너 데리고 놀던 Pretty boy 그 고민을 내게 털어놓던 너의 표정이 아직 선명해 소파에 벤 니 향기가 비릿해 내 몸이 자꾸 빠져 깊이 Yeah 미리 알아도 난 이리 멍청하게 행동을 해버린다니까 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Now I say I love you So I love you Now I say I love you 나 아프더라도 몰라 Now I say I love you So I love you Now I say I love you 나 아프더라도 몰라 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Now I say I love you Try Try 말할까 내 불안에 불안을 끊겼다는 Wi-Fi 이젠 안 믿어 Lie Lie 매일 빠져있던 너의 반지같이 허전함 사이사이 그 자리의 기회를 아무에게나 주고 또 Bye Bye 너는 넘 빨리 들렀다 가기 땜에 나는 타이밍 안 맞아 매일 바삐 화를 내야 할지 아니면 그냥 아기처럼 울어버리고서 떼를 써야 할지 I don't know 아예 모르겠어 이러니 내가 노력해도 시간이 없으니 어쩌겠어 할 말이 하나밖에 더 있겠어 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Now I say I love you So I love you Now I say I love you 나 아프더라도 몰라 Now I say I love you So I love you Now I say I love you 나 아프더라도 몰라 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Now I say I love you Oh please Love me love me love me Oh please Love me love me love me Oh please Love me love me love me I know I'm stupid 어쩔 수 없어 널 보고 싶은걸 Now I say I love you',사랑&기쁨,2,3
9,Dept(뎁트),Better Alone (Feat. Kelsey Kuan),"""I think these days I'm better off on my own 요즘 난 혼자가 더 좋아 I think these days I'm better off on my own 더 나아지고 있는 것 같거든 Can't lie I'm missing all your love but I won't 너의 사랑이 그리운 건 맞지만 Run back to you uninvited 무작정 너에게 달려가지는 않을 거야 When I think about how your crying 네가 우는 모습이 생각 나도 말이야 Something ain't right, yeah 뭔가 이상해 Cuz lately I'm fine, yeah 내가 요즘 너무 아무렇지 않은 게 Guess there's an end to heartbreak after all this time 마음이 무너지는 시간도 다 끝나가나 봐 Just look and you'll find it 너도 보면 무슨 말인지 알 거야 Cuz even when crying 가끔 슬픔이 밀려올 때도 I'm slowly remembering 나는 천천히 떠올릴 수 있게 됐어 how I used to live my life without you 너 없이 내가 살아왔던 시간들을 Without you 네가 없는 이 삶은 I was living a lie 다 거짓말 같았지만 But now I'm thinking on my own 지금 난 온전한 혼자를 상상해 I think these days I'm better off on my own 요즘 난 혼자가 더 좋아 I think these days I'm better off on my own 더 나아지고 있는 것 같거든 Can't lie I'm missing all your love but I won't 너의 사랑이 그리운 건 맞지만 Run back to you uninvited 무작정 너에게 달려가지는 않을 거야 When I think about how your crying 네가 우는 모습이 생각 나도 말이야 I gotta be honest 솔직해져야겠지 Stop all the crying, Mm 우는 건 그만 두자 I feel like I've lost myself I've forgotten 잊고 있었던 나 자신을 잃어버린 것 같아 Yeah, you'd be acting like a fool 그래, 너는 바보처럼 굴겠지만 I don't think I can handle 내가 감당할 수 없을 것 같아 Feeling like I'm losing myself for what I love no 사랑하는 것 때문에 나를 잃어가고 있으니까 And though that we're done 너와 난 이미 끝났지만 Things still reminding me about us 여전히 우리를 떠올리게 하는 것들 Remember all that we've done 우리가 함께 한 모든 걸 기억해 줘 I think I'm done with our love 우리 사랑은 여기까지만이야 We're better alone 이제는 혼자 있는 게 나아 I think these days I'm better off on my own 요즘 난 혼자가 더 좋아 I think these days I'm better off on my own 더 나아지고 있는 것 같거든 Can't lie I'm missing all your love but I won't 너의 사랑이 그리운 건 맞지만 Run back to you uninvited 무작정 너에게 달려가지는 않을 거야 When I think about how your crying 네가 우는 모습이 생각 나도 말이야 I know that we are better off alone 우린 혼자라도 괜찮을 거야 I know that I am better on my own 난 그럴 거라는 걸 알아 I'm missing all our love 우리 사랑이 그립겠지만 But I should give this up 여기서 그만둬야 할 것 같아 I'm better off now that we are alone 이제 혼자인 게 더 행복하니까'",사랑&기쁨,1,2
