id,artist,song_name,lyric,Emotion,first_max,second_max
0,지소울 (GSoul),사랑이 공평할 순 없을까 (Feat. 벤),언제나 너에게 주기만 하는 나 고마운 마음이 이미 지겨워지는 너 왜 이렇게 난 나를 전부 잃어가면서 어쩌자고 너를 대책 없는 감정을 사랑이라고 나를 설득시켜가며 믿어보려고 다시 돌아 올 거라며 사랑이 공평 할 수는 없을까 우리가 같은 마음 일 순 없을까 오해 하고 지치고 이해 하려 애쓰다 또 멀어져 가는 너 사랑이 공평 할 순 없을까 언제나 너는 불완전한 내게 어디에 있던 공기같이 내게 왜 이렇게 자꾸 넌 너를 잃어가면서 네 모든걸 준대도 멀어진 내 감정은 마지막이라고 나를 설득 시켜가며 돌아 가보려고 노력해본거라면 사랑이 공평 할 수는 없을까 우리가 같은 마음 일 순 없을까 오해 하고 지치고 이해 하려 애쓰다 또 멀어져 가는 너 사랑이 공평 할 순 없을까 이렇게 아파 하는걸 서로 느껴가면서 모든 순간이 너 이길 바랬나봐 대답하기 힘든 질문들만 묻고있는 슬픈 네 얼굴에 이별보다 힘들 수 없는걸 아는데 사랑이 공평 할 수는 없을까 우리가 같은 마음 일 순 없을까 오해 하고 지치고 이해 하려 애쓰다 또 멀어져 가는 너 사랑이 공평 할 순 없을까',그리움,1,2
1,이승철,우린 (Prod. by 이찬혁 of AKMU),못 지킬 약속이면 하지 말아요 우리 지금은 감정이 앞서 있죠 이루어질 순 없어요 우린 조금만 내가 아닌 곳을 바라보아요 고개를 돌리면 텅 비었죠 모든 걸 잃어가면서 우린 우린 우린 사랑했죠 우린 우린 우린 사랑했죠 못 지킬 약속이면 하지 말아요 우리 눈물이 나는 것조차 지쳐요 이루어질 순 없어요 우린 우리가 잊지 못하는 건 추억이에요 서로가 아니라 우리가 견뎌야 하는 건 이별이에요 서로가 아니라 우린 우린 우린 사랑했죠 우린 우린 우린 사랑했죠 우린 우린 우린 우린 우린 우린 우린 우린 모든 걸 잃어가면서 우린 우린 우린 사랑했죠',그리움,0,1
2,김범수,당신의 편이 되어 줄게요,어쩌면 우리 서로 만난 건 운명일지 몰라서 우연처럼 필연처럼 우리들은 운명이라 믿었어 더는 외롭지 않을 거야 언제든 기댈 수 있어서 이젠 힘들고 지쳐 위로받고 싶어 슬프고 아파 이해되길 바라 세상의 모든 사랑하는 그대 당신의 편이 돼 줄게 더는 외롭지 않을 거야 언제든 기댈 수 있어서 이젠 힘들고 지쳐 위로받고 싶어 슬프고 아파 이해되길 바라 세상의 모든 사랑하는 그대 당신의 편이 돼 줄게 이 세상이란 환한 빛처럼 밝게 비춰 줄게요 힘들고 지쳐 위로받고 싶어 슬프고 아파 이해되길 바라 세상의 모든 사랑하는 그대 당신의 편이 돼 줄게 당신의 편이 돼 줄게',그리움,0,4
3,왁스(Wax),반대로 인 거야,내가 싫다고 갔잖아 왜 다시 돌아온 건데 이제 조금 견딜 만 해졌는데 왜 다시 돌아온 거야 다시는 안 보겠다고 그렇게 다짐했는데 머리가 하얘지고 모든 게 내 생각과 반대로 인 거야 가라고 하고 싶어 몸이 말을 듣지 않아 네가 내게 했었던 것처럼 모질게 보내고 싶은데 익숙한 네 말투와 따뜻했던 너의 품이 다시 또 무너지게 만들어 나를 너무 잘 알아서 그래서 더욱 두려워 눈물이 떨어지고 모든 게 내 생각과 반대로 인 거야 가라고 하고 싶어 몸이 말을 듣지 않아 네가 내게 했었던 것처럼 모질게 보내고 싶은데 익숙한 네 말투와 따뜻했던 너의 품이 다시 또 무너지게 만들어 또 하나의 상처만 늘어가는 거겠지 난 잘 버텨 왔었는데 잘 견디고 있었는데 조금은 괜찮을 거라고 생각했어 아니었나 봐 익숙한 네 말투와 따뜻했던 너의 품이 또다시 무너지게 만들어 이렇게 무너지게 만들어',그리움,5,4
4,한동근,토닥토닥,사랑은 이만큼 이만큼 크지만 보여줄 수가 없네 난 힘겨운 하루 또 하루를 알지만 도와줄 게 참 없네 난 너의 한숨이 궁금해 무슨 일이니 묻고 싶지만 토닥토닥 다 괜찮아 아무 말 없이 다독이는 게 안아주는 게 내가 해줄 전부라는 게 미안할 뿐이야 너에게 줄 게 사랑뿐이라 그게 참 가슴 깊은 너의 한숨 걱정이 돼서 참 힘들지만 토닥토닥 다 괜찮아 아무 말 없이 다독이는 게 안아주는 게 내가 해줄 전부라는 게 미안할 뿐이야 너에게 줄 게 사랑뿐이라 네 방의 거울이 되고 싶어 괜찮은 척하는 너의 그 아픔을 볼 수 있을 것 같아서 토닥토닥 다 괜찮아 이렇게 아무 말 없이 다독이는 게 안아주는 게 내가 해줄 전부라는 게 미안할 뿐이야 너에게 줄 게 사랑뿐이라 그게 참',그리움,5,4
5,"2F (신용재, 김원주)",가려진 별,잠깐 내 얘길 들어봐 아무도 모르는 비밀 요즘 내 안에 누군가 생긴 것만 같아 정말이야 점점 커지는 것 같아 내 맘 묻지 마 그게 누구냐고 고백이 참 어려워 오늘도 나만 혼자 말하는 거야 너만 몰라 사실은 내가 말한 그 사람 반한 그 사랑 구름에 가려진 별처럼 뒤에 숨어 항상 너만 보던 나야 자꾸 말해 달래 누구인지 대신 물어봐 준다고 너인 줄도 모르고 그렇게 바보처럼 말하는 거야 너만 몰라 사실은 내가 말한 그 사람 반한 그 사랑 구름에 가려진 별처럼 뒤에 숨어 항상 너만 보던 나야 다가갈까 조금씩 말해볼까 넌 어때 자신이 없어 걱정돼 지금 이렇게 좋은 우리 가까운 사이 깨어질까 모두들 물어봐 언제쯤 고백해 답답하게 또 기다려 나를 알아주길 내 맘 알아주길 구름에 가려진 별처럼 보이지 않아도 내 맘 항상 너야',그리움,0,4
6,솔지,천천히 와줄래,사람들 틈에 숨어서 소리도 없이 또 흘렸던 셀 수 없는 눈물 셀 수 없는 기억 그 어떤 말의 위로들도 위로가 되지 않아서 너무 힘든 하루 너무 아픈 하루 모두 잠든 밤 숨죽여 울지 마 마음속의 널 깨워 마주할 수 있게 서투른 발걸음 이젠 다 괜찮아 두렵지 않도록 손 내밀어 줄게 천천히 와줄래 겨울이 지나고 찾아온 봄처럼 얼어붙은 마음 넘어지지 않게 천천히 와줄래 눈앞의 나와 눈 맞추고 수고했다는 말을 건네면 내게 스며든 용기 더는 작아지지 않아 가끔은 중심을 잃고서 넘어질 것만 같이 보여도 그저 해 오던 대로 다시 믿으며 나아가 모두 잠든 밤 숨죽여 울지 마 마음속의 널 깨워 마주할 수 있게 서투른 발걸음 이젠 다 괜찮아 두렵지 않도록 손 내밀어 줄게 천천히 와줄래 겨울이 지나고 찾아온 봄처럼 얼어붙은 마음 넘어지지 않게 천천히 와줄래 언제든지 어디서라도 빛날 거야 찬란하게 어제의 어둠 오늘의 눈물 걱정하지 마 누구보다 환하게 빛날 테니까 서투른 발걸음 이젠 다 괜찮아 두렵지 않도록 손 내밀어 줄게 천천히 와줄래 겨울이 지나고 찾아온 봄처럼 얼어붙은 마음 넘어지지 않게 천천히 와줄래',그리움,4,5
7,길구봉구,아파,욕심이었던 걸까 나와는 다른 널 사랑한다는 게 언제나 환하게 웃던 사랑스럽던 그런 너를 착각이었던 걸까 내가 널 행복하게 만들 거란 게 어딘지 모를 아픔을 헤아릴 수 있을 것만 같은데 한 걸음에 그대에게 달려가 사랑한다고 단 한 번만 내게 와달라고 오지 않을 거란 걸 알면서 소리쳐봐도 아파 아파 아파 잊을 순 없을 거야 너와 함께했던 모든 순간들을 아무리 지우려 해도 몸부림쳐도 널 잊을 순 없을 거야 한 걸음에 그대에게 달려가 사랑한다고 단 한 번만 내게 와달라고 오지 않을 거란 걸 알면서 소리쳐봐도 아파 아파 아파 하염없이 같은 자리에 서서 나는 여전히 그곳에 서 있어 앞으로 나아갈 수도 뒤돌아 갈 수도 없이 하루 종일 너를 기다려 내 품 안에 널 꼭 안고서 사랑한다고 단 한 번만 내게 와달라고 오지 않을 거란 걸 알면서 소리쳐봐도 아파 아파',그리움,0,4
8,한동근,울어,마중 나온다고 했잖아 그런데 왜 아무 소식도 왜 없는 거야 지난날들 나와 함께했던 넌데 돌아온다는 약속도 잊어버린 걸까 너무너무 잔인해도 지쳐버린 마음에 녹슬은 가슴에 내가 벙어리가 됐어 처음으로 너를 잃고 돌아서 가는 길 잘못된 가슴으로 멀리도 가는 길 잠시라도 보고만 싶은데 떠나가면 죽을지도 살지도 못 할 거라 생각을 하지만 발걸음을 억지로 떼어 눈물 나오는데 왜 자꾸만 어리석게 자꾸 너만 불러 울어 네가 미워서 울어 나를 떠나서 울어 너 때문에 생활이 안돼 미안해 가지 마 절대 떠나지 마 울어 울어 울어서 한참을 살 수 있다면 그냥 울어 너만 돌아와 주면 다시 내게 오면 안 울게 추억 그게 우습지 이제 와 소용없잖아 너 떠난 뒤에 이 빈자리가 채워지질 않아 그래도 떠올려 생각해 보면 좋아서 위로라도 되니 추억인가 보다 깊은 밤 내 어깨에 잠든 네 향기에 취해 잠들었던 지난 기억 울어 네가 미워서 울어 나를 떠나서 또 울어 너 때문에 생활이 안돼 미안해 가지 마 절대 떠나지 마 울어 울어 울어서 한참을 살 수 있다면 그냥 울어 너만 돌아와 주면 다시 내게 오면 안 울게 너 없이는 단 하루라도 못 살잖아 그걸 알면서 내가 죽는다는 걸 알면서 왜 날 버려 나를 이렇게 못 살게 울어 내가 못나서 울어 잡지 못해서 울어 망가졌어 영원히 안돼 아파요 제발 가지 마 사랑해 울어 울어 울어서 한참을 살 수 있다면 그냥 울어 너만 돌아와 주면 다시 내게 오면 안 울게',그리움,5,4
9,정유진,이별행동,자꾸만 연락을 피했고 바쁘다며 약속을 미뤘고 점점 지쳐가는 내 모습 무심한 말투 조금씩 난 널 잊어가고 있어 힘들었던 너와의 시간들 자꾸만 날 아프게만 하고 나를 보며 웃는 네 모습 설레이지 않고 이렇게 난 너를 지울 거야 우리는 끝난 거야 너무나도 힘들었었어 그런 너와 사랑하는 게 이젠 너와 난 반대로 살아가야 해 그만해 날 사랑한단 말 그 말 너무나도 힘들어서 더는 버틸 수가 없잖아 이젠 저 멀리 날 보는 네 모습 웃고 있는 날 원망하나 봐 자꾸 찾아오지 말아 줘 난 다른 사람과 영화 같은 사랑을 할 거야 이제 그만 잊어줘 너무나도 힘들었었어 그런 너와 사랑하는 게 이젠 너와 난 반대로 살아가야 해 그만해 날 사랑한단 말 그 말 너무나도 듣기 싫어 더는 버틸 수가 없어 난 알고 있었어 다른 여잘 사랑했잖아 어떻게 넌 날 사랑한단 말을 해 웃으며 날 안아 줬던 너 너의 모습이 죽을 만큼 미워졌어 이젠 더는 찾지 마 나를',그리움,0,4
