lyrics,emotion
"Girl u make me feel like man U can't let me go out there 난 널 Producing 해 Sounds like r&b goddamn";"1: 사랑 기쁨"
"What will u do it on this week 영화 Cgv 어때?";"2: 설렘 심쿵"
"아니 우리 집은 어때 그냥 내게 Come over 해";"2: 설렘 심쿵"
"뭘 망설여 자기 이미 꽂았어 차 키 널 탐험해 다리부터 허리까지";"감정이 없음"
"그 담은 상상으로 맡겨버리자 내일 생각해 일단 자고 일어나 널 쳐다보고 싶어";"2: 설렘 심쿵"
"스물네 시간 나 욕심 좀 내볼게 오늘 집에 못 들어가니 미리 전화해놔";"2: 설렘 심쿵"
"난 어리지만 다 괜찮아 내가 리드할게 넌 따라와 줘 Alright";"1: 사랑 기쁨"
"넌 다가와 줘 Alright You drive me crazy Enough to break the rule";"1: 사랑 기쁨"
"Girl u got me I wanna give u my owns Sometimes I'm lonely Don't leave me alone";"1: 사랑 기쁨, 4: 외로움"
"Yes I got probs I can not breathe without u";"3: 스트레스 짜증"
"I'm thinkin' bout u all day long I'm thinkin' bout u all night long";"2: 설렘 심쿵"
"I'm thinkin' bout u all day I'm thinkin' bout u all night";"2: 설렘 심쿵"
"너는 나의 Muse 너 땜에 곡이 쌓여가는 중 너는 나의 Mood 너 땜에 하루가 달라지고";"1: 사랑 기쁨"
"아무 재미없는 하루 속에 너는 나의 이유가 돼";"1: 사랑 기쁨"
"매일 집에 있게 만들지 아무것도 안 하고 너와 쉬어가고 싶어 Uh";"1: 사랑 기쁨"
"작업 중이란 핑계로 너의 연락을 못 받아서 미안해 요즘 일이 너무 많아";"3: 스트레스 짜증"
"눈코 뜰 새 없이 계속해 바쁘네 하루 종일 널 떠올려 보고 싶어";"3: 스트레스 짜증"
"말론 부족한 거 알아 어디야 빨리 내게 말해 옆으로 와줘 Right now";"2: 설렘 심쿵"
"내가 옆으로 갈게 Right now Girl I wanna touch u right now";"2: 설렘 심쿵"
"Girl I wanna love u right now You drive me crazy Enough to break the rule";"1: 사랑 기쁨"
"Girl u got me I wanna give u my owns Sometimes I'm lonely Don't leave me alone";"1: 사랑 기쁨, 4: 외로움"
"Yes I got probs I can not breathe without u";"3: 스트레스 짜증"
"I'm thinkin' bout u all day long I'm thinkin' bout u all night long";"2: 설렘 심쿵"
"I'm thinkin' bout u all day I'm thinkin' bout u all night";"2: 설렘 심쿵"
"I don't know why I miss u I think I still love u";"0: 그리움"
"I don't know why I miss u I think I still love u";"0: 그리움"
