lyrics,emotion
"넌 나를 얼마나 생각해 음 솔직하게 네 마음을 열어볼 수 있다면 좋을 텐데";"2: 설렘 심쿵"
"그러니 말로 해줘 굳이 둘러볼 필요 없지";"3: 스트레스 짜증"
"주위 다른 여자는 관심 주지 말고 나만 봐 I'm sorry 사랑 원래 이기주의";"3: 스트레스 짜증"
"높일게 우리 사이 수위 네 주위에 이만한 여자 봤어?";"2: 설렘 심쿵"
"I got what you need 내 머리 어깨 무릎 발 그만큼 사랑해 줘";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 You know what I mean";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 중 어디가 좋아";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 Sorry not sorry";"3: 스트레스 짜증"
"내 머리 어깨 무릎 발 Um 내 머리 어깨 무릎 발 순서대로 Yeah";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 네가 뭘 원하든 내 머리 어깨 무릎 발";"2: 설렘 심쿵"
"너의 그 머리 어깨 무릎 WOO 그거 받고 난 내가 사랑한다면";"1: 사랑 기쁨"
"너의 다른 부분들까지 안고 살아갈 수 있다고 그래 난 AI 로봇 같은 뻔한 ANSWER";"1: 사랑 기쁨"
"그래도 계속 잘 다루는 널 보면 You are early adopter doctor";"1: 사랑 기쁨"
"I don't know what to say Do you really think she needs me?";"감정이 없음"
"죽도록 사랑하냐는 질문을 했지 끄덕이며 대답하는 나를 향해 Breathe";"1: 사랑 기쁨"
"혹시 She ain't going home When she post to be";"감정이 없음"
"내 머리 어깨 무릎 발 머리 어깨 무릎 발";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 You know what I mean";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 난 내 머리 어깨 무릎 발";"1: 사랑 기쁨"
"Sorry not sorry 내 머리 어깨 무릎 발 머리 어깨 무릎 발";"3: 스트레스 짜증"
"내 머리 어깨 무릎 발 머리 순서대로 Yeah";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 머리 어깨 무릎 발";"1: 사랑 기쁨"
"내 머리 어깨 무릎 발 너의 그 머리 어깨 무릎 WOO";"1: 사랑 기쁨"
"도저히 잊을 수 없을걸 넌 나의 목소리부터 자태 그때 맞잡았던 너의 두 손이";"0: 그리움"
"Babe you make me 목에서 등까지 날 쓸어넘기는 손이 나른한 너의 두 눈이";"1: 사랑 기쁨"
"Yeah I know it Don't u want me 선물 뒀으니 원하면 가져가";"2: 설렘 심쿵"
"네 마음대로 네 마음대로 네 마음대로 결국 내 마음대로";"1: 사랑 기쁨"
